parameter_value,F_x,F_y,C_l,C_d,area,is_ellipse,d1centre_x,d1centre_y,dLx,dLy,iP,drot,perc_of_interpolated_points,perc_missing_before_required,perc_missing_before_global,perc_filled_of_missing,n_required_points,n_invalid_before_points,n_filled_success_points,Gamma,F_kutta
0.333,6.370625604433613,28.67593248061843,0.533239237856791,0.11846406544146933,0.17982000000000004,False,0.23666314738266106,0.1357793031213258,0.54,0.333,360,0.0,5.111294311624072,5.111294311624072,0.17832489645651173,100.0,3639,186,186,2.0038819351876307,0.6707322448446909
0.3478,6.651390472463671,29.213037267811064,0.5432268937966774,0.1236849887487236,0.187812,False,0.23666314738266106,0.1357793031213258,0.54,0.3478,360,0.0,4.514733711814004,4.514733711814004,0.16010891240987882,100.0,3699,167,167,1.9830745885046333,0.6637676836572863
0.3626,6.489492597735076,29.578137948885225,0.5500160717614591,0.12067443976695084,0.195804,False,0.23666314738266106,0.1357793031213258,0.54,0.3626,360,0.0,4.309656823623304,4.309656823623304,0.155315232397607,100.0,3759,162,162,1.9673601092432138,0.6585077889666392
0.37739999999999996,6.617683965962874,29.71288899686234,0.5525218157742227,0.12305820418471865,0.20379599999999998,False,0.23666314738266106,0.1357793031213258,0.54,0.37739999999999996,360,0.0,4.006284367635507,4.006284367635507,0.14668660837551772,100.0,3819,153,153,1.962898031327005,0.6570142580929601
0.3922,6.819420346950841,29.821939731557244,0.5545496532541628,0.1268095644628445,0.211788,False,0.23666314738266106,0.1357793031213258,0.54,0.3922,360,0.0,4.098994586233565,4.098994586233565,0.1524390243902439,100.0,3879,159,159,1.9581217678031462,0.6554155641284737
0.407,6.76531240764784,29.885438018379837,0.5557304266463926,0.12580340794690784,0.21978,False,0.23666314738266106,0.1357793031213258,0.54,0.407,360,0.0,5.102817974105103,5.102817974105103,0.1927059364933272,100.0,3939,201,201,1.954462369228766,0.65419070323349
0.333,4.754959117893904,27.8485064801827,0.5178529549467774,0.08842016829896171,0.18781200000000003,False,0.23666314738266106,0.1357793031213258,0.5640000000000001,0.333,360,0.0,6.036324786324786,6.036324786324786,0.2166743365546863,100.0,3744,226,226,1.9944548594342881,0.667576847527449
0.3478,4.790589343921768,27.665719741203986,0.5144539700506727,0.08908272511676023,0.1961592,False,0.23666314738266106,0.1357793031213258,0.5640000000000001,0.3478,360,0.0,5.28391167192429,5.28391167192429,0.1927059364933272,100.0,3804,201,201,1.9697399929609207,0.659304375192812
0.3626,4.744978225389319,27.679918561088517,0.5147180021932651,0.08823457002710525,0.2045064,False,0.23666314738266106,0.1357793031213258,0.5640000000000001,0.3626,360,0.0,5.072463768115942,5.072463768115942,0.1879122564810554,100.0,3864,196,196,1.951022715052575,0.6530393944030773
0.37739999999999996,4.82692557369934,27.85237374391841,0.5179248681014207,0.08975841032721597,0.2128536,False,0.23666314738266106,0.1357793031213258,0.5640000000000001,0.37739999999999996,360,0.0,4.612640163098878,4.612640163098878,0.1735312164442399,100.0,3924,181,181,1.946274599020727,0.6514501218671551
