y_num,ellipse_cfd_gamma,ellipse_cfd_fx,ellipse_cfd_fy,ellipse_cfd_gamma_std,ellipse_cfd_fx_std,ellipse_cfd_fy_std,rectangle_cfd_gamma,rectangle_cfd_fx,rectangle_cfd_fy,rectangle_cfd_gamma_std,rectangle_cfd_fx_std,rectangle_cfd_fy_std,ellipse_piv_gamma,ellipse_piv_fx,ellipse_piv_fy,ellipse_piv_gamma_std,ellipse_piv_fx_std,ellipse_piv_fy_std,rectangle_piv_gamma,rectangle_piv_fx,rectangle_piv_fy,rectangle_piv_gamma_std,rectangle_piv_fx_std,rectangle_piv_fy_std
1,2.0659394266017035,14.20588234055047,30.807653509181023,0.022067146565167752,0.7473000348991433,0.1160810985907036,2.1016598936774806,24.00371579144526,31.110827910831567,0.0018680646227333439,0.9846889331301174,0.06803974388898477,2.0301994618479284,7.995101805126278,20.390959167369505,0.05206105984533371,12.323889036840097,4.69023494859495,2.5344470907873733,-4.000656431625388,33.41344104414847,0.009169265488986384,11.590070858969998,0.7251405026831406
