alpha,y_num,C_l_p,C_d_p,Fx_total,Fy_total,q_infc
6,1,0.44271403904199674,0.011531962809863265,0.6201527633895788,23.80777142885284,53.7768612
6,2,0.40518181659984814,0.008250120662850004,0.4436655937693367,21.789406312053888,53.7768612
6,3,0.42497812345462727,0.018208366308926353,0.9791887876738888,22.853989558055954,53.7768612
6,4,0.6087603637131666,0.059389901566369474,3.193802493216314,32.737221583464475,53.7768612
6,5,0.3416185134155374,0.008159033358080395,0.43876720442365924,18.371171379297692,53.7768612
6,6,0.2733361486121394,0.018399540094934105,0.9894695138291061,14.699160124857592,53.7768612
6,7,0.011325052116901334,-0.07098425280632685,-3.81731031055155,0.6090257557733693,53.7768612
16,1,0.3520607401787602,0.06770249911110683,3.640827897591115,18.932721558562452,53.7768612
