parameter_value,F_x,F_y,C_l,C_d,area,is_ellipse,d1centre_x,d1centre_y,dLx,dLy,iP,drot,perc_of_interpolated_points,Gamma,F_kutta
0.42,-0.6501232988648535,28.89169953134179,0.5372515034652449,-0.012089275654207456,0.273,False,0.23537379277479975,0.08501483933288605,0.65,0.42,360,0.0,0,1.9381366566614422,0.6758374114913976
0.1,2.516883052977108,38.07534087119605,0.7080246042920044,0.04680234206337629,0.065,False,0.23537379277479975,0.08501483933288605,0.65,0.1,360,0.0,0,2.643906543569585,0.9219427064081207
0.5700296786657721,2.1868763244706515,54.79451692628393,1.0189236728134652,0.04066574871927727,0.3705192911327519,False,0.23537379277479975,0.08501483933288605,0.65,0.5700296786657721,360,0.0,0,3.9896374034965816,1.3912054169663197
