parameter_value,F_x,F_y,C_l,C_d,area,is_ellipse,d1centre_x,d1centre_y,dLx,dLy,iP,drot,perc_of_interpolated_points,Gamma,F_kutta
0.6175,-0.5910126686379282,21.446669203161413,0.3988084972717116,-0.010990092308286827,0.25935,False,0.23537379277479975,0.08501483933288605,0.6175,0.42,360,0.0,0.005752416014726185,1.6953459997200317,0.5911751620274055
0.6247222222222223,-0.7055265089161505,20.696641235208656,0.38486145850417647,-0.013119518193749668,0.26238333333333336,False,0.23537379277479975,0.08501483933288605,0.6247222222222223,0.42,360,0.0,0.007669888019634913,1.701684678525881,0.5933854892825536
0.6319444444444445,-0.6793381138487514,20.182836893796107,0.37530708270113966,-0.012632535605271649,0.2654166666666667,False,0.23537379277479975,0.08501483933288605,0.6319444444444445,0.42,360,0.0,0.007669888019634913,1.7065937636046167,0.5950973104490336
0.6391666666666667,-0.36616166367187175,20.023851285162383,0.37235068835074336,-0.006808907316291486,0.26844999999999997,False,0.23537379277479975,0.08501483933288605,0.6391666666666667,0.42,360,0.0,0.009587360024543641,1.7102028443200301,0.5963558139504173
0.6463888888888889,-0.332545070371697,19.9788861414862,0.37151454539496626,-0.006183794720464217,0.27148333333333335,False,0.23537379277479975,0.08501483933288605,0.6463888888888889,0.42,360,0.0,0.01150483202945237,1.7128027659021146,0.5972624188928899
0.6536111111111111,-0.36664783499232967,19.873814183174247,0.36956069468729513,-0.006817947846170123,0.2745166666666667,False,0.23537379277479975,0.08501483933288605,0.6536111111111111,0.42,360,0.0,0.057524160147261846,1.7144914723209725,0.5978512788016931
0.6608333333333334,-0.08149000126428996,19.418254570371815,0.3610894004793983,-0.0015153357679471623,0.27755,False,0.23537379277479975,0.08501483933288605,0.6608333333333334,0.42,360,0.0,0.057524160147261846,1.7166853366922015,0.5986162896757812
0.6680555555555556,-0.044853693290943686,18.801939851754977,0.349628807487094,-0.0008340704959355956,0.28058333333333335,False,0.23537379277479975,0.08501483933288605,0.6680555555555556,0.42,360,0.0,0.10162601626016261,1.719018876849423,0.5994300061565294
0.6752777777777778,0.1102242391269399,18.19870225416047,0.33841138824518213,0.0020496592152711938,0.28361666666666663,False,0.23537379277479975,0.08501483933288605,0.6752777777777778,0.42,360,0.0,0.14572787237306337,1.7211380493199686,0.6001689716118676
0.6825,0.12156232034280778,18.011626374681068,0.33493264524484867,0.002260494897437558,0.28664999999999996,False,0.23537379277479975,0.08501483933288605,0.6825,0.42,360,0.0,0.186953520478601,1.7223757588068707,0.6006005667591608
