parameter_value,F_x,F_y,C_l,C_d,area,is_ellipse,d1centre_x,d1centre_y,dLx,dLy,iP,drot,perc_of_interpolated_points,Gamma,F_kutta
0.57,-4.926780723771063,13.070550554371732,0.24305157018669085,-0.09161525261669722,0.19697785938008003,True,0.2549917068117174,0.0868528159729272,0.57,0.44,360,0.0,0.49566651326890626,1.9751424649589402,0.6611126714338791
0.5766666666666667,-6.940215125726316,14.807072449640954,0.27534281695193014,-0.12905578664985967,0.19928169399271253,True,0.2549917068117174,0.0868528159729272,0.5766666666666667,0.44,360,0.0,0.49950145727872375,2.0128610158318594,0.6737376908300009
0.5833333333333333,-7.232600396166012,14.013667833914925,0.26058917387902375,-0.13449279550302226,0.20158552860534504,True,0.2549917068117174,0.0868528159729272,0.5833333333333333,0.44,360,0.0,0.5455207853965331,2.003558897006986,0.6706241186520895
0.59,-4.766684443172602,13.596291153719234,0.25282790498228697,-0.08863820492320966,0.20388936321797757,True,0.2549917068117174,0.0868528159729272,0.59,0.44,360,0.0,0.5119650253106305,2.0237387678401397,0.6773786533514253
0.5966666666666667,17.416134185977608,23.79998877073615,0.44256931772611807,0.3238592546561198,0.20619319783061008,True,0.2549917068117174,0.0868528159729272,0.5966666666666667,0.44,360,0.0,0.5340159533670809,2.056191653004947,0.6882411678219897
0.6033333333333333,-12.251241628790398,16.09082501002004,0.29921465572669087,-0.2278162271916011,0.20849703244324258,True,0.2549917068117174,0.0868528159729272,0.6033333333333333,0.44,360,0.0,0.5867464335020709,2.0432643392652645,0.6839141832765568
0.61,16.71235712865881,23.03122055471196,0.4282737973318525,0.31077226814157777,0.2108008670558751,True,0.2549917068117174,0.0868528159729272,0.61,0.44,360,0.0,0.5551081454210768,2.037054198901137,0.6818355471483052
0.6166666666666667,18.665875051768992,23.727712969477974,0.44122532330834463,0.34709863378506356,0.21310470166850765,True,0.2549917068117174,0.0868528159729272,0.6166666666666667,0.44,360,0.0,0.5790765454824359,2.0477978744580847,0.685431632076093
0.6233333333333333,-11.044248852087238,17.22285630966879,0.32026518330282894,-0.20537176409409402,0.21540853628114012,True,0.2549917068117174,0.0868528159729272,0.6233333333333333,0.44,360,0.0,0.6423531216444239,2.03153032493955,0.6799866156731345
0.63,16.279101450200127,24.624803698120658,0.45790704679730654,0.3027157235833639,0.21771237089377266,True,0.2549917068117174,0.0868528159729272,0.63,0.44,360,0.0,0.5982512655315232,2.0358633000531063,0.6814369337152
