parameter_value,F_x,F_y,C_l,C_d,area,is_ellipse,d1centre_x,d1centre_y,dLx,dLy,iP,drot,perc_of_interpolated_points,Gamma,F_kutta
0.6,14.370493263079405,30.788387597579046,0.5725210975604327,0.2672244705698704,0.20734511513692636,True,0.2549917068117174,0.0868528159729272,0.6,0.44,360,0.0,0,2.0669052341491656,0.6918271796548249
0.35,10.616206260440828,50.903018414015726,0.946559863817707,0.19741215875278395,0.12095131716320703,True,0.2549917068117174,0.0868528159729272,0.35,0.44,360,0.0,0,1.3860717999693977,0.4639410304491545
0.9099834136234348,17.790746851165004,31.2566616077612,0.5812288205426389,0.3308253113732306,0.31446769278407394,True,0.2549917068117174,0.0868528159729272,0.9099834136234348,0.44,360,0.0,0,2.350498033490629,0.7867503543109602
