parameter_value,F_x,F_y,C_l,C_d,area,is_ellipse,d1centre_x,d1centre_y,dLx,dLy,iP,drot,perc_of_interpolated_points,Gamma,F_kutta
0.6,24.033268884586363,31.128148025024167,0.5788390644306359,0.44690724501760926,0.264,False,0.2549917068117174,0.0868528159729272,0.6,0.44,360,0.0,0,2.1020311444915523,0.7035843996199603
0.35,-9.638490700083743,40.42677275913355,0.7517503226672804,-0.17923118763360893,0.154,False,0.2549917068117174,0.0868528159729272,0.35,0.44,360,0.0,0,1.7227200825228808,0.5766227480270242
0.9099834136234348,27.680780081627212,29.787602309340382,0.5539111365863871,0.5147340224763288,0.4003927019943113,False,0.2549917068117174,0.0868528159729272,0.9099834136234348,0.44,360,0.0,0,2.052961504483575,0.6871599839803286
