parameter_value,F_x,F_y,C_l,C_d,area,is_ellipse,d1centre_x,d1centre_y,dLx,dLy,iP,drot,perc_of_interpolated_points,Gamma,F_kutta
0.38,0.5174651986145329,25.504565830877095,0.47426653883765707,0.009622450754238756,0.26599999999999996,False,0.23220240511297036,0.16162034257372243,0.7,0.38,360,0.0,0.7880809940174873,1.70032933575024,0.6296292129103126
0.3844444444444445,1.07382344654375,25.794262844156087,0.47965355858582703,0.019968131694226697,0.26911111111111113,False,0.23220240511297036,0.16162034257372243,0.7,0.3844444444444445,360,0.0,0.7295980978677712,1.7007021370155906,0.6297672606180945
0.3888888888888889,1.0567017720832188,25.200638949769633,0.46861490959925406,0.019649748023657782,0.2722222222222222,False,0.23220240511297036,0.16162034257372243,0.7,0.3888888888888889,360,0.0,0.6998772817916858,1.6639254807929376,0.6161489240852338
0.39333333333333337,1.491400569850385,25.31569179266685,0.4707543584315191,0.027733127902421814,0.2753333333333333,False,0.23220240511297036,0.16162034257372243,0.7,0.39333333333333337,360,0.0,0.6902899217671422,1.6684716248655673,0.6178323539091178
0.3977777777777778,1.7002844763673308,25.364808507076848,0.4716677013324245,0.03161739897841659,0.27844444444444444,False,0.23220240511297036,0.16162034257372243,0.7,0.3977777777777778,360,0.0,0.6461880656542415,1.656003844346838,0.613215554875134
0.40222222222222226,-1.3327804079390342,21.026145505460217,0.39098870845701605,-0.02478352916475226,0.28155555555555556,False,0.23220240511297036,0.16162034257372243,0.7,0.40222222222222226,360,0.0,0.6596103696886025,1.662545489549791,0.6156379155517828
0.4066666666666667,-1.2804721838943967,20.88440561838797,0.3883530044774716,-0.023810838998807104,0.2846666666666667,False,0.23220240511297036,0.16162034257372243,0.7,0.4066666666666667,360,0.0,0.6749501457278724,1.6628593326971872,0.6157541311634985
0.41111111111111115,-1.1576748984663512,20.767196106217007,0.3861734516074175,-0.02152737948317354,0.2877777777777778,False,0.23220240511297036,0.16162034257372243,0.7,0.41111111111111115,360,0.0,0.6394769136370609,1.6665973814953063,0.6171383246094945
0.41555555555555557,-1.0932634437809092,20.65421787699865,0.38407258095975766,-0.02032962540738449,0.29088888888888886,False,0.23220240511297036,0.16162034257372243,0.7,0.41555555555555557,360,0.0,0.6624865776959656,1.667809786625734,0.6175872762754744
0.42000000000000004,3.043903782469692,26.742443322132544,0.4972853142669573,0.05660248133763694,0.294,False,0.23220240511297036,0.16162034257372243,0.7,0.42000000000000004,360,0.0,0.6682389937106918,1.6711464752024243,0.618822846678276
