parameter_value,F_x,F_y,C_l,C_d,area,is_ellipse,d1centre_x,d1centre_y,dLx,dLy,iP,drot,perc_of_interpolated_points,Gamma,F_kutta
0.57,-16.640859617961596,33.5734530974911,0.6243103883030476,-0.3094427463156142,0.25079999999999997,False,0.2549917068117174,0.0868528159729272,0.57,0.44,360,0.0,0.49566651326890626,2.5388271464296874,0.8497872061698978
0.5766666666666667,-16.4338345037783,33.007032245432384,0.6137775896342642,-0.3055930401489907,0.2537333333333333,False,0.2549917068117174,0.0868528159729272,0.5766666666666667,0.44,360,0.0,0.49950145727872375,2.5376118273765376,0.84938041889246
0.5833333333333333,-21.482068459878302,32.85813501848756,0.6110087923556156,-0.39946675913242596,0.25666666666666665,False,0.2549917068117174,0.0868528159729272,0.5833333333333333,0.44,360,0.0,0.5455207853965331,2.539377976287971,0.8499715779838686
0.59,-15.617963626354712,32.56183214043706,0.6054989341854162,-0.2904216288911022,0.2596,False,0.2549917068117174,0.0868528159729272,0.59,0.44,360,0.0,0.5119650253106305,2.537689217114983,0.8494063225108739
0.5966666666666667,-16.247183440052023,32.28794387709858,0.6004058838059998,-0.30212219674978025,0.26253333333333334,False,0.2549917068117174,0.0868528159729272,0.5966666666666667,0.44,360,0.0,0.5340159533670809,2.534640394608583,0.8483858314689906
0.6033333333333333,-22.20909269080225,32.336471464974565,0.6013082716879461,-0.41298603516863963,0.26546666666666663,False,0.2549917068117174,0.0868528159729272,0.6033333333333333,0.44,360,0.0,0.5867464335020709,2.5343652860349533,0.8482937481042342
0.61,3.166129715296882,33.14405931398543,0.6163256570650395,0.05887531634696601,0.26839999999999997,False,0.2549917068117174,0.0868528159729272,0.61,0.44,360,0.0,0.5551081454210768,2.533993152749459,0.8481691889724918
0.6166666666666667,7.907399744451429,33.453349431570686,0.622077017607169,0.14704093113659503,0.27133333333333337,False,0.2549917068117174,0.0868528159729272,0.6166666666666667,0.44,360,0.0,0.5790765454824359,2.5340826847750453,0.8481991568141357
0.6233333333333333,-21.98018502038015,34.34462797171047,0.6386506613686571,-0.40872941502915666,0.27426666666666666,False,0.2549917068117174,0.0868528159729272,0.6233333333333333,0.44,360,0.0,0.6423531216444239,2.521681473123792,0.8440482672913654
0.63,6.722500490966035,34.305363490607306,0.6379205242757326,0.1250073050185018,0.2772,False,0.2549917068117174,0.0868528159729272,0.63,0.44,360,0.0,0.5982512655315232,2.5164897927802095,0.8423105264842748
