parameter_value,F_x,F_y,C_l,C_d,area,is_ellipse,d1centre_x,d1centre_y,dLx,dLy,iP,drot,perc_of_interpolated_points,perc_missing_before_required,perc_missing_before_global,perc_filled_of_missing,n_required_points,n_invalid_before_points,n_filled_success_points,Gamma,F_kutta
0.37,1.4662702874190368,32.53892770237502,0.6050730179539564,0.027265821297488384,0.222,False,0.23666314738266106,0.1357793031213258,0.6,0.37,360,0.0,0,0,0,0,0,0,0,2.216589880344073,0.7419290928454805
0.1,3.5863933762158764,41.30834926462617,0.7681435536186737,0.0666902696845363,0.06,False,0.23666314738266106,0.1357793031213258,0.6,0.1,360,0.0,0,0,0,0,0,0,0,3.095919802677367,1.03625528163389
0.10874370191341529,1.468981834254594,35.29013552718229,0.656232713098218,0.027316243482328677,0.06524622114804916,False,0.23666314738266106,0.1357793031213258,0.6,0.10874370191341529,360,0.0,0,0,0,0,0,0,0,3.0916236287612753,1.0348172815579455
0.11748740382683055,1.6412229606688127,34.59796200593089,0.6433614984939078,0.030519128934747362,0.07049244229609833,False,0.23666314738266106,0.1357793031213258,0.6,0.11748740382683055,360,0.0,0,0,0,0,0,0,0,2.951660782424453,0.9879694146902006
0.12623110574024582,1.772558199923811,33.894379988884324,0.6302781388231027,0.03296135476058262,0.0757386634441475,False,0.23666314738266106,0.1357793031213258,0.6,0.12623110574024582,360,0.0,0,0,0,0,0,0,0,2.822633546459251,0.9447818764897814
0.1349748076536611,2.043121855800473,32.58649626447377,0.6059575724079964,0.03799258287317953,0.08098488459219666,False,0.23666314738266106,0.1357793031213258,0.6,0.1349748076536611,360,0.0,0,0,0,0,0,0,0,2.708659776820726,0.9066329810779857
0.14371850956707638,2.0251193254928426,32.53101948558549,0.6049259618295738,0.03765781937256023,0.08623110574024583,False,0.23666314738266106,0.1357793031213258,0.6,0.14371850956707638,360,0.0,0,0,0,0,0,0,0,2.6075079123527924,0.8727757882297205
0.15246221148049166,1.9788762742597523,32.51373803040335,0.604604606979244,0.03679791326794194,0.09147732688829499,False,0.23666314738266106,0.1357793031213258,0.6,0.15246221148049166,360,0.0,0,0,0,0,0,0,0,2.5216483293857475,0.8440371735370724
0.16120591339390694,1.9415578620230673,32.546390861621916,0.6052117980738883,0.036103964022784346,0.09672354803634416,False,0.23666314738266106,0.1357793031213258,0.6,0.16120591339390694,360,0.0,0,0,0,0,0,0,0,2.449768120787139,0.8199776853872704
0.16994961530732222,1.927442643065949,32.60485085947592,0.6062988826777401,0.03584148646938786,0.10196976918439334,False,0.23666314738266106,0.1357793031213258,0.6,0.16994961530732222,360,0.0,0,0,0,0,0,0,0,2.3908104955268117,0.8002435984397432
0.1786933172207375,1.9623721239664291,32.63800454885577,0.60691538740933,0.03649101268049518,0.1072159903324425,False,0.23666314738266106,0.1357793031213258,0.6,0.1786933172207375,360,0.0,0,0,0,0,0,0,0,2.3425955815244284,0.7841052736532661
